      escolaridade       | id_deputado |                        nome                         
 Superior                |      204378 | JOÃO CHRISÓSTOMO DE MOURA
 Superior                |      230957 | João Cury Neto
 Superior                |      141459 | JOÃO DA SILVA MAIA
 Superior                |      204497 | JOÃO FERRARI JÚNIOR
 Superior                |      178910 | JOAQUIM PASSARINHO PINTO DE SOUZA PORTO
 Superior                |      160531 | JOHNATHAN PEREIRA DE JESUS
 Superior                |      217480 | JONES BARBOSA DE MOURA
 Superior                |      220594 | JONILDO JOSÉ DE ASSIS
 Superior                |      205550 | JORGE BRAZ DE OLIVEIRA
 Superior                |      214694 | JORGE GOETTEN DE LIMA
 Superior                |      220542 | JOSÉ ALEXANDRE DOMINGUES GUIMARÃES
 Superior                |      136811 | JOSÉ ALFONSO EBERT HAMM
 Superior                |       74079 | JOSÉ BENITO PRIANTE JÚNIOR
 Superior                |      160592 | JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA
 Superior                |      204426 | JOSÉ CARLOS VERAS DOS SANTOS
 Superior                |      220699 | JOSÉ DIAS DE CASTRO NETO
 Superior                |      220663 | JOSÉ ERIBERTO MEDEIROS DE OLIVEIRA
 Superior                |      220538 | JOSÉ FRANCISCO LOPES DE ALBUQUERQUE
 Superior                |      220536 | JOSÉ HAROLDO FIGUEIREDO CAMPOS
 Superior                |      209189 | JOSEILDO RIBEIRO RAMOS
 Superior                |      178886 | JOSE JUSCELINO DOS SANTOS REZENDE FILHO
 Superior                |       74156 | JOSÉ LEONARDO COSTA MONTEIRO
 Superior                |       74299 | JOSÉ LEÔNIDAS DE MENEZES CRISTINO
 Superior                |      204574 | JOSE LOURENÇO BOMFIM JUNIOR
 Superior                |      204558 | JOSÉ MARCELO DO NASCIMENTO NILO
 Superior                |       74428 | JOSÉ MENDONÇA BEZERRA FILHO
 Superior                |      204391 | JOSÉ NELTO LAGARES DAS MERCEZ
 Superior                |      141470 | JOSÉ NOBRE GUIMARÃES
 Superior                |      160561 | JOSÉ OLIMPIO SILVEIRA MORAES
 Superior                |      204517 | JOSE VITOR DE RESENDE AGUIAR
 Superior                |       74044 | JOSÉ WILSON SANTIAGO
 Superior                |      204355 | JOSIAS MARIO DA VITORIA
 Superior                |      204563 | JOSIMAR CUNHA RODRIGUES
 Superior                |      220640 | JULIANA CARDOSO
 Superior                |      220559 | JULIA PEDROSO ZANATTA
 Superior                |       74317 | JÚLIO CÉSAR DE CARVALHO LIMA
 Superior                |      204372 | JULIO CESAR RIBEIRO
 Superior                |       66385 | JULIO FERRAZ ARCOVERDE
 Superior                |       74253 | JULIO LUIZ BAPTISTA LOPES
 Superior                |      178832 | LEANDRE DAL PONTE
 Superior                |      220566 | Lêda Borges de Moura
 Superior                |      220673 | LENILDO MENDES DOS SANTOS SERTÃO
 Superior                |      231911 | LENIR CANDIDA DE ASSIS
 Superior                |       92102 | LEUR ANTONIO DE BRITTO LOMANTO JUNIOR
 Superior                |      139285 | LÍDICE DA MATA E SOUZA
 Superior                |       74585 | LINCOLN DINIZ PORTELA
 Superior                |      234253 | LUCAS ABRAHAO ROSA CEZARIO DE ALMEIDA
 Superior                |      204404 | LUCAS BELLO REDECKER
 Superior                |      220662 | LUCAS CAVALCANTI RAMOS
 Superior                |      138286 | LUCIANO ALVES DOS SANTOS
 Superior                |       74478 | LUCIANO CALDAS BIVAR
 Superior                |      178931 | LUCIANO DUCCI
 Superior                |      103758 | LUCIANO PALMA DE AZEVEDO
 Superior                |      220581 | LUCIANO SURUAGY DO AMARAL FILHO
 Superior                |      220616 | LUCIANO VIEIRA MENDES
 Superior                |      221338 | LUCIENE CAVALCANTE DA SILVA
 Superior                |      178963 | LUIS ANTONIO FRANCISCATTO COVATTI
 Superior                |      222429 | LUIS CARLOS GOMES DA SILVA
 Superior                |      204398 | LUIS FELIPE BONATTO FRANCISCHINI
 Superior                |      204351 | LUIZ ALBERTO OVANDO
 Superior                |       74041 | LUIZ ALBUQUERQUE COUTO
 Superior                |      204448 | LUIZ ANTONIO C. C. CORRÊA DA SILVA
 Superior                |      204450 | LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR
 Superior                |      204408 | LUIZ AUGUSTO CARVALHO RIBEIRO FILHO
 Superior                |      109429 | LUIZ BENES LEOCADIO DE ARAUJO
 Superior                |      141485 | LUIZ CARLOS GHIORZZI BUSATO
 Superior                |       73778 | LUIZ CARLOS JORGE HAULY
 Superior                |      204485 | LUIZ CARLOS MOTTA
 Superior                |      220666 | LUIZ DE FRANÇA E SILVA MEIRA
 Superior                |      204455 | LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA
 Superior                |      178975 | LUIZ FELIPE BALEIA TENUTO ROSSI
 Superior                |      229432 | LUIZ FERNANDO CARDOSO
 Superior                |      141487 | LUIZ FERNANDO RAMOS FARIA
 Superior                |      220658 | LUIZ GASTÃO BITTENCOURT DA SILVA
 Superior                |      162332 | LUIZ HILOSHI NISHIMORI
 Superior                |      220636 | LUIZ MARINHO
 Superior                |      220647 | MANOEL MAURICIO SILVA NEVES
 Superior                |      220599 | MARCELO BEZERRA CRIVELLA
 Superior                |      220634 | MARCELO DE LIMA FERNANDES
 Superior                |      226410 | MÁRCIO AURÉLIO CORRÊA
 Superior                |      150418 | MÁRCIO CARLOS MARINHO
 Superior                |      179001 | MARCIO DELLA VALLE BIOLCHI
 Superior                |       81055 | MÁRCIO JERRY SARAIVA BARROSO
 Superior                |      178983 | MARCIO LUIZ ALVINO DE SOUZA
 Superior                |      160641 | MARCIVANIA DO SOCORRO DA ROCHA FLEXA
 Superior                |      160601 | MARCO ANTÔNIO FELICIANO
 Superior                |      204431 | MARCOS AURÉLIO PÁDUA RIBEIRO GONÇALVES DE SAMPAIO
 Superior                |      178943 | MARCOS BEZERRA RIBEIRO SOARES
 Superior                |      220547 | MARCOS SBOROWSKI POLLON
 Superior                |      220689 | MARIA DEUSDETE LIMA CUNHA RODRIGUES
 Superior                |       74856 | MARIA LAURA MONTEZA DE SOUZA CARNEIRO
 Superior                |      220637 | MARIA OSMARINA MARINA DA SILVA VAZ DE LIMA
 Superior                |       74158 | MÁRIO LÚCIO HERINGER
 Superior                |      220652 | MARIO PALUMBO JUNIOR
 Superior                |      178858 | MARIO S. M. NEGROMONTE JR.
 Superior                |      220572 | MARUSSA CASSIA FAVARO BOLDRIN
 Superior                |      178843 | MARX BELTRÃO LIMA SIQUEIRA
 Superior                |      220550 | MAURICIO BEDIN MARCON
 Superior                |      230764 | MAURO IVAN F. SANTIAGO JR
 Superior                |      220607 | MAX RODRIGUES LEMOS
 Superior                |      230088 | MAYRA ISABEL CORREIA PINHEIRO
 Superior                |      178985 | MIGUEL LOMBARDI
 Superior                |      220617 | MURILLO GOUVEA RODRIGUES
 Superior                |      204396 | NELSI COGUETTO MARIA
 Superior                |      220706 | NELSON FERNANDO PADOVANI
 Superior                |      209787 | NIKOLAS FERREIRA DE OLIVEIRA
 Superior                |      178986 | NILTO IGNACIO TATTO
 Superior                |       74159 | ODAIR JOSÉ DA CUNHA
 Superior                |      204498 | OLIVAL HENRIQUE MARQUES DE SOUZA
 Superior                |      178987 | ORLANDO SILVA DE JESUS JUNIOR
 Superior                |      220703 | ORLANDO SULZ DE ALMEIDA NETO
 Superior                |       74095 | PAUDERNEY TOMAZ AVELINO
 Superior                |      220650 | PAULO ALEXANDRE PEREIRA BARBOSA
 Superior                |      128760 | PAULO CELSO FONSECA MARINHO JÚNIOR
 Superior                |      233592 | PAULO CESAR LEMOS DE OLIVEIRA
 Superior                |       89536 | PAULO FERNANDO MELO DA COSTA
 Superior                |      160517 | PAULO ROBERTO FOLLETTO
 Superior                |      160558 | PAULO ROBERTO FREIRE DA COSTA
 Superior                |       74400 | PAULO ROBERTO SEVERO PIMENTA
 Superior                |       74574 | PAULO SÉRGIO PARANHOS DE MAGALHÃES
 Superior                |      178860 | PAULO VELLOSO DANTAS AZI
 Superior                |      204406 | PEDRO BANDARRA WESTPHALEN
 Superior                |      122974 | PEDRO LUCAS ANDRADE FERNANDES RIBEIRO
 Superior                |      226075 | PRISCILA BEZERRA DA COSTA
 Superior                |      220532 | RAFAEL CAVALCANTI PRUDENTE
 Superior                |      161440 | RAFAEL PEZENTI
 Superior                |      220626 | RAFAEL TADEU SIMÕES
 Superior                |      180214 | RAIMUNDO DINIZ ARAÚJO
 Superior                |       74084 | RAIMUNDO JOSÉ PEREIRA DOS SANTOS
 Superior                |      204567 | RAIMUNDO MAGALHÃES COSTA
 Superior                |       74161 | REGINALDO LÁZARO DE OLIVEIRA LOPES
 Superior                |      221378 | REGINETE SOUZA BISPO
 Superior                |      205865 | REINHOLD STEPHANES JUNIOR
 Superior                |      230765 | REJANE DE ALMEIDA
 Superior                |      225386 | RENAN FERREIRINHA CARNEIRO
 Superior                |      178989 | RENATA HELLMEISTER DE ABREU
 Superior                |      153423 | RENILCE CONCEIÇÃO NICODEMOS DE ALBUQUERQUE
 Superior                |       73801 | RENILDO VASCONCELOS CALHEIROS
 Superior                |      213274 | RICARDO AUGUSTO MACHADO DA SILVA
 Superior                |      220633 | RICARDO DE AQUINO SALLES
 Superior                |       73788 | RICARDO JOSÉ MAGALHÃES BARROS
 Superior                |      221329 | RICARDO MARTINS DAVID
 Superior                |      220693 | Roberta de Araujo Costa Roma
 Superior                |      115200 | ROBERTO RANIERY DE AQUINO PAULINO
 Superior                |      220624 | ROBINSON MESQUITA DE FARIA
 Superior                |      220546 | RODOLFO OLIVEIRA NOGUEIRA
 Superior                |      230767 | RODRIGO LUGLI
 Superior                |      165470 | RODRIGO SANTANA VALADARES
 Superior                |      141533 | RODRIGO SOBRAL ROLLEMBERG
 Superior                |      220695 | ROGÉRIA DE ALMEIDA PEREIRA DOS SANTOS
 Superior                |      204480 | ROGÉRIO CORREIA DE MOURA BAPTISTA
 Superior                |      163321 | RONALDO NOGUEIRA DE OLIVEIRA
 Superior                |      204525 | ROSANA DE OLIVEIRA VALLE
 Superior                |      220620 | ROSANGELA DE OLIVEIRA CAMPOS REIS
 Superior                |       73806 | Roseana Sarney Murad
 Superior                |      220591 | ROZIMEIRE RIBEIRO ANDRADE
 Superior                |       74371 | RUBENS OTONI GOMIDE
 Superior                |      178887 | RUBENS PEREIRA E SILVA JUNIOR
 Superior                |      220595 | RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA
 Superior                |       73604 | RUI GOETHE DA COSTA FALCÃO
 Superior                |      160635 | RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR
 Superior                |      204535 | SAMIA DE SOUZA BOMFIM
 Superior                |      229069 | SAMUEL ALVES BARRETO
 Superior                |      160621 | SANDRO ALEX CRUZ DE OLIVEIRA
 Superior                |      220713 | SAULLO VELAME VIANNA
 Superior                |      226837 | SAULO PEDROSO DE SOUZA
 Superior                |      220684 | SEBASTIÃO HENRIQUE DE MEDEIROS
 Superior                |      235776 | SERGIO BERGONSI TURRA
 Superior                |       73808 | SÉRGIO LUÍS LACERDA BRITO
 Superior                |      204557 | SIDNEY RICARDO DE OLIVEIRA LEITE
 Superior                |       74356 | SILAS CÂMARA
 Superior                |      204360 | SILVIA CRISTINA AMANCIO CHAGAS
 Superior                |      204425 | SILVIO SERAFIM COSTA FILHO
 Superior                |      220569 | SILVYE ALVES DA SILVA
 Superior                |      220651 | SIMONE APARECIDA MARQUETO CURRALADAS
 Superior                |      220643 | SONIA BONE DE SOUSA SILVA
 Superior                |      220575 | SONIZE PIMENTEL DOS SANTOS BARBOSA
 Superior                |      178946 | SORAYA ALENCAR DOS SANTOS
 Superior                |      178947 | SOSTENES SILVA CAVALCANTE
 Superior                |       92776 | STEFANO AGUIAR DOS SANTOS
 Superior                |      204534 | TABATA CLAUDIA AMARAL DE PONTES
 Superior                |      157130 | TÚLIO GADÊLHA SALES DE MELO
 Superior                |       98148 | VALDIR VITAL COBALCHINI
 Superior                |       74376 | VANDER LUIZ DOS SANTOS LOUBET
 Superior                |      160591 | VINICIUS DE AZEVEDO GURGEL
 Superior                |      178992 | VITOR LIPPI
 Superior                |       91228 | WALDEMAR DE ANDRADA IGNÁCIO DE OLIVEIRA
 Superior                |      220601 | WASHINGTON LUIZ CARDOSO SIQUEIRA
 Superior                |      182146 | WOLMER DE AZEVEDO ARAUJO
 Superior                |      220564 | YANDRA BARRETO FERREIRA
 Superior                |      220660 | YURY BRUNO ALENCAR ARAUJO
 Superior                |      204412 | ZACARIAS CALIL HAMU
 Superior Incompleto     |      220714 | ADAIL JOSÉ FIGUEIREDO PINHEIRO
 Superior Incompleto     |      160559 | ALCEU MOREIRA DA SILVA
 Superior Incompleto     |      204388 | ALCIBIO MESQUITA BIBO NUNES
 Superior Incompleto     |      178927 | ALIEL MACHADO BARK
 Superior Incompleto     |      178962 | ANTONIO CARLOS GOMES DA SILVA
 Superior Incompleto     |      204566 | ANTONIO DA CRUZ FILGUEIRA NETO
 Superior Incompleto     |      220682 | ANTONIO TADEU VENERI
 Superior Incompleto     |      160512 | AUREO LIDIO MOREIRA RIBEIRO
 Superior Incompleto     |      171623 | FABIO DE ALMEIDA REIS
 Superior Incompleto     |       72442 | FELIPE AUGUSTO LYRA CARRERAS
 Superior Incompleto     |      160642 | FRANCISCO EURICO DA SILVA
 Superior Incompleto     |      204494 | FREDERICO BORGES DA COSTA
 Superior Incompleto     |      178964 | HEITOR JOSE SCHUCH
 Superior Incompleto     |      220672 | HENDERSON LIRA PINTO
 Superior Incompleto     |      227324 | HENRIQUE CESAR FERREIRA DE MELO LIMA JUNIOR
 Superior Incompleto     |      204539 | HERCÍLIO ARAÚJO DINIZ FILHO
 Superior Incompleto     |      204508 | IGOR TARCIANO TIMO
 Superior Incompleto     |       74295 | INÁCIO FRANCISCO DE ASSIS NUNES ARRUDA
 Superior Incompleto     |      220527 | JACKELINE OLIVEIRA ROCHA
 Superior Incompleto     |      220697 | JADYEL SILVA ALENCAR
 Superior Incompleto     |       74052 | JOÃO BOSCO DA COSTA
 Superior Incompleto     |      160548 | JONAS DONIZETTE FERREIRA
 Superior Incompleto     |       74043 | JOSÉ WELLINGTON ROBERTO
 Superior Incompleto     |      220677 | KENISTON DE JESUS REGO BRAGA
 Superior Incompleto     |      204536 | KIM PATROCA KATAGUIRI
 Superior Incompleto     |      160510 | LUIS HENRIQUE DE OLIVEIRA RESENDE
 Superior Incompleto     |      220669 | LUIZ EDUARDO DE QUEIROZ CAMPOS DA FONTE ALBUQUERQUE
 Superior Incompleto     |       74858 | LUIZ LINDBERGH FARIAS FILHO
 Superior Incompleto     |      204553 | MANOEL ISIDORIO DE SANTANA JUNIOR
 Superior Incompleto     |      179000 | MARCELO HENRIQUE TEIXEIRA DIAS
 Superior Incompleto     |      133810 | MARCELO PIRES MORAES
 Superior Incompleto     |      220661 | MATHEUS SOARES NORONHA
 Superior Incompleto     |      220628 | MAURICIO LUIZ DE SOUZA
 Superior Incompleto     |      154178 | MILTON VIEIRA PINTO
 Superior Incompleto     |      220622 | NELI PEREIRA DE AQUINO
 Superior Incompleto     |      204422 | OSSESIO JOSE DA SILVA
 Superior Incompleto     |      204441 | OTONI MOURA DE PAULO JUNIOR
 Superior Incompleto     |      220627 | PAULO EDUARDO DA COSTA FREIRE
 Superior Incompleto     |      204492 | PAULO JOSE CARLOS GUEDES
 Superior Incompleto     |      220613 | ROBERTO LUIZ RODRIGUES DE OLIVEIRA
 Superior Incompleto     |      220641 | RODRIGO GAMBALE VIEIRA
 Superior Incompleto     |      223128 | RODRIGO TLUSTIK VENEK
 Superior Incompleto     |      143084 | Tiago Dimas Braga Pereira
 Superior Incompleto     |      137070 | VICENTE ALVES DE OLIVEIRA JUNIOR
(640 rows)

